sepal_length,sepal_width,petal_length,petal_width,species
6.758369167246546,3.671410458708726,5.3749703230345975,2.1028782777113566,virginica
7.650668876785242,2.577790409743416,4.630228298214281,1.9580195425846731,virginica
6.489711745858639,2.6072345285380853,5.280541933912095,1.8764817995269654,virginica
7.330921772850066,3.6556224085830795,5.927765792789613,1.6778151038503812,virginica
6.862905121509016,3.1025532502193314,5.18298680899877,2.384021705844468,virginica
5.307881337770715,3.275778721815784,5.875796667906507,2.087247220954274,virginica
6.01258259105293,2.454151206994184,4.883045705259927,2.04282034174935,virginica
6.24730264930901,2.8015101841911587,6.879115576106013,1.7645679412989452,virginica
7.043182725777733,2.8744941653419565,6.591568638037459,1.4473305453077263,virginica
7.234128028853837,2.484378249146908,6.007844547023085,1.6016824432503451,virginica
6.761801495641026,2.887218384218329,6.58768841243511,1.678852708007279,virginica
7.068471610301236,2.913365825025176,5.519792712622002,2.1047388147448896,virginica
6.985731394256317,2.7023484481199254,4.967426821775969,1.783440597694012,virginica
5.841686476250055,3.454298694364415,6.340458895866247,1.8922753519566087,virginica
6.40017770966705,3.092330623786557,4.850139221750055,1.800362064531526,virginica
6.16215078337173,3.0169608736931406,6.872123514869708,1.4925372259785659,virginica
6.348277752891136,3.107202550801435,6.254101810959241,2.2642429710457956,virginica
